REF,"OLD_REF",CODE EAN,SEGMENT PRODUIT ,SOUS SEGMENT PRODUIT,MARQUE,UNIVERS,GAMME,DESIGNATION,TAILLE,COULEUR,PCB,Statut, PPR TTC 2025, PAHT Brut 2025, PA HT remisé (20%)
1005751,47660-091-0,4009839267703,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS TWINOX®,"Ciseaux à ongles, mat satiné TWINOX®",90,Inox,3,Actuel,"43,95 €","32,17 €","  25,74 € "
1005765,49660-091-0,4009839267727,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS TWINOX®,"Ciseaux à peau, mat satiné TWINOX®",90,Inox,3,Actuel,"43,95 €","32,17 €","  25,74 € "
1005768,49661-091-0,4009839302411,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS TWINOX®,"Ciseaux à peau, mat satiné TWINOX®",90,Inox,1,Actuel,"43,95 €","32,17 €","  25,74 € "
1005749,47558-090-0,4009839405174,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS TWINOX®,"Ciseaux bébé, mat satiné TWINOX®",90,Inox,1,Actuel,"37,95 €","27,78 €","  22,22 € "
1005683,42584-101-0,4009839267741,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS TWINOX®,"Pince à peau, mat satiné TWINOX®",100,Inox,1,Actuel,"69,95 €","51,20 €","  40,96 € "
1005661,42457-101-0,4009839267734,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS TWINOX®,"Pince à ongles, mat satiné TWINOX®",120,Inox,1,Actuel,"84,95 €","62,18 €","  49,74 € "
1007162,88326-091-0,4009839267871,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS TWINOX®,"Lime a ongles saphir, mat satiné TWINOX®",90,Inox,5,Actuel,"18,95 €","13,87 €","  11,10 € "
1007163,88326-131-0,4009839267888,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS TWINOX®,"Lime à ongles saphir, mat satiné TWINOX®",130,Inox,5,Actuel,"21,95 €","16,07 €","  12,86 € "
1005705,43626-141-0,4009839134586,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS TWINOX®,"Ciseaux de coiffeur, mat satiné TWINOX®",140,Inox,3,Actuel,"84,95 €","62,18 €","  49,74 € "
1005703,43623-141-0,4009839134562,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS TWINOX®,"Ciseaux à effiler, mat satiné TWINOX®",140,Inox,3,Actuel,"89,95 €","65,84 €","  52,67 € "
1005701,43567-101-0,4009839169229,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS TWINOX®,"Ciseaux pour poils de nez et oreilles, mat satiné TWINOX®",105,Inox,3,Actuel,"44,95 €","32,90 €","  26,32 € "
1007116,78145-101-0,4009839267833,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS TWINOX®,"Pince à épiler droite, mat satiné TWINOX®",90,Inox,5,Actuel,"19,95 €","14,60 €","  11,68 € "
1007117,78146-101-0,4009839267840,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS TWINOX®,"Pince à épiler, oblique, mat satiné TWINOX®",90,Inox,5,Actuel,"19,95 €","14,60 €","  11,68 € "
1007120,78148-101-0,4009839267864,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS TWINOX®,"Pince à épiler, crabe, mat satiné TWINOX®",90,Inox,5,Actuel,"19,95 €","14,60 €","  11,68 € "
1007172,88345-101-0,4009839267819,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS TWINOX®,"Instrument double, mat satiné TWINOX®",125,Inox,5,Actuel,"19,95 €","14,60 €","  11,68 € "
1007170,88343-101-0,4009839267802,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS TWINOX®,"Couteau à ongles, mat satiné TWINOX®",125,Inox,5,Actuel,"19,95 €","14,60 €","  11,68 € "
1007150,79854-001-0,4009839243707,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS TWINOX®,Tondeuse pour nez et oreilles TWINOX®,60,Inox,3,Actuel,"43,95 €","32,17 €","  25,74 € "
1007303,97405-007-0,4009839272769,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,SET MANUCURE TWINOX®,"Etui de poche, cuir pleine fleur, marron, 3 pcs. TWINOX® MOUNTAIN",120x70x30,Brun,1,Actuel,"104,95 €","76,82 €","  61,46 € "
1007494,98642-004-0,4009839109003,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,SET MANUCURE TWINOX®,"Etui à manucure, yak, noir, 3 pcs. TWINOX® YAK",120x70x30,Noir,1,Actuel,"104,95 €","76,82 €","  61,46 € "
1007324,97444-005-0,4009839291296,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,SET MANUCURE TWINOX®,"Pochette à manucure, cuir pleine fleur taupe, 4 pcs. TWINOX® TAUPE",130x85x30,Taupe,1,Actuel,"149,95 €","109,76 €","  87,81 € "
1007466,97718-001-0,4009839413872,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,SET MANUCURE TWINOX®,"Valisette à manucure, aluminium, rouge 5 pcs. TWINOX® METAL",145x78x25,Noir argenté,1,Actuel,"199,95 €","146,36 €","  117,09 € "
1007497,98681-004-0,4009839117053,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,SET MANUCURE TWINOX®,"Etui à manucure, yak, noir, 5 pcs.TWINOX® YAK",165x90x30,Noir,1,Actuel,"159,95 €","117,08 €","  93,66 € "
1007304,97407-007-0,4009839272783,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,SET MANUCURE TWINOX®,"Etui à manucure, cuir pleine fleur, marron, 5 pcs. TWINOX®",220x135x40,Brun,1,Actuel,"199,95 €","146,36 €","  117,09 € "
1007221,97092-002-0,4009839186509,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,SET MANUCURE TWINOX® ASIAN COMPETENCE,"Etui à manucure, cuir pleine fleur, rouge, 5 pcs. TWINOX® ASIAN COMPETENCE",165x90x30,Rouge,1,Actuel,"194,95 €","142,70 €","  114,16 € "
1007226,97101-004-0,4009839186592,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,SET MANUCURE TWINOX® ASIAN COMPETENCE,"Etui à manucure, cuir de nappa, noir, 5 pcs. TWINOX® ASIAN COMPETENCE",165x90x30,Noir,1,Actuel,"194,95 €","142,70 €","  114,16 € "
1007222,97093-002-0,4009839186516,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,SET MANUCURE TWINOX® ASIAN COMPETENCE,"Etui à manucure, cuir de nappa, rouge, 7 pcs. TWINOX® ASIAN COMPETENCE",220x135x40,Rouge,1,Actuel,"339,95 €","248,84 €","  199,07 € "
1007227,97103-004-0,4009839186639,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,SET MANUCURE TWINOX® ASIAN COMPETENCE,"Etui à manucure, cuir de nappa, noir, 8 pcs. TWINOX® ASIAN COMPETENCE",185x120x35,Noir,1,Actuel,"349,95 €","256,16 €","  204,93 € "
1007139,78717-301-0,4009839385834,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,PEDICURE TWINOX®,"Rape a callosite antibacterienne pedro, noir",220,Noir,1,Actuel,"22,95 €","16,80 €","  13,44 € "
1007136,78717-101-0,4009839385810,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,PEDICURE TWINOX®,"Rape a callosite antibacterienne pedro, blanc",220,Blanc,1,Actuel,"22,95 €","16,80 €","  13,44 € "
1005747,47552-091-0,4009839286162,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS CLASSIC INOX,Ciseaux à ongles,90,Inox,3,Actuel,"32,95 €","24,12 €","  19,30 € "
1005759,49552-091-0,4009839286179,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS CLASSIC INOX,"Ciseaux à peau, poli",90,Inox,5,Actuel,"32,95 €","24,12 €","  19,30 € "
1005745,47540-091-0,4009839286117,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS CLASSIC INOX,"Ciseaux à ongles, poli",90,Inox,3,Actuel,"32,95 €","24,12 €","  19,30 € "
1005742,47367-081-0,4009839301346,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS CLASSIC INOX,"Ciseaux à ongles pour bébé, poli",80,Inox,1,Actuel,"24,95 €","18,26 €","  14,61 € "
1005700,43566-101-0,4009839301322,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS CLASSIC INOX,"Ciseaux pour poils de nez et oreilles, inox",105,Inox,1,Actuel,"32,95 €","24,12 €","  19,30 € "
1005675,42561-101-0,4009839286100,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS CLASSIC INOX,"Pince à peau, poli",100,Inox,1,Actuel,"42,95 €","31,44 €","  25,15 € "
1005664,42461-101-0,4009839286094,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS CLASSIC INOX,"Pince à ongles, poli",110,Inox,1,Actuel,"52,95 €","38,76 €","  31,01 € "
1007115,78132-101-0,4009839302473,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS CLASSIC INOX,"Pince à épiler, droit, poli",90,Inox,1,Actuel,"10,95 €","8,02 €","  6,42 € "
1007113,78130-101-0,4009839286124,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS CLASSIC INOX,"Pince à épiler, oblique, poli",90,Inox,1,Actuel,"10,95 €","8,02 €","  6,42 € "
1007114,78131-101-0,4009839302466,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS CLASSIC INOX,"Pince à épiler, pointu, poli",90,Inox,1,Actuel,"10,95 €","8,02 €","  6,42 € "
1007153,88302-091-0,4009839024207,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS CLASSIC INOX,"Lime à ongles saphir, manche blanc",90,Blanc,5,Actuel,"9,95 €","7,28 €","  5,82 € "
1007154,88302-131-0,4009839024221,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS CLASSIC INOX,"Lime à ongles saphir, manche blanc",130,Inox,5,Actuel,"11,95 €","8,75 €","  7,00 € "
1007155,88302-161-0,4009839024245,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS CLASSIC INOX,"Lime à ongles saphir, manche blanc",160,Inox,5,Actuel,"12,95 €","9,48 €","  7,58 € "
1007156,88302-181-0,4009839024269,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS CLASSIC INOX,"Lime à ongles saphir, manche blanc",180,Inox,5,Actuel,"13,95 €","10,21 €","  8,17 € "
1007160,88309-121-0,4009839132537,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS CLASSIC INOX,"Lime à ongles pliante, manche blanc",120,Blanc,5,Actuel,"9,95 €","7,28 €","  5,82 € "
1007161,88312-161-0,4009839133022,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS CLASSIC INOX,"Lime à ongles saphir, manche blanc",160,Inox,5,Actuel,"12,95 €","9,48 €","  7,58 € "
1007132,78707-001-0,4009839222221,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS CLASSIC INOX,"Rabot à callosité, synthétique, clip de sécurité",140,Blanc,1,Actuel,"24,95 €","18,26 €","  14,61 € "
1007130,78700-001-0,4009839194146,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS CLASSIC INOX,"Lames pour rabot à callosité, 2x 10 lames",33x25,Blanc,1,Actuel,"14,95 €","10,94 €","  8,75 € "
1005645,42450-001-0,4009839329135,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS CLASSIC INOX,Canif multi outils inox,60,Inox,1,Actuel,"22,95 €","16,80 €","  13,44 € "
1005648,42450-014-0,4009839375996,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS CLASSIC INOX,"Canif multi outils inox, noir",60,Noir,1,Actuel,"22,95 €","16,80 €","  13,44 € "
1005646,42450-003-0,4009839328862,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,INSTRUMENTS CLASSIC INOX,"Canif multi outils inox, rouge",60,Rouge,1,Actuel,"22,95 €","16,80 €","  13,44 € "
1007310,97435-004-0,4009839285912,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,SET MANUCURE CLASSIC INOX,"Pochette à manucure, cuir pleine fleur noir velours, 3 pcs",100x49x22,Noir,1,Actuel,"64,95 €","47,54 €","  38,03 € "
1007318,97438-004-0,4009839286001,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,SET MANUCURE CLASSIC INOX,"Pochette à manucure, cuir pleine fleur noir velours, 4 pcs",109x59x22,Noir,1,Actuel,"94,95 €","69,50 €","  55,60 € "
1007336,97458-004-0,4009839294952,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,SET MANUCURE CLASSIC INOX,"Etui à manucure, cuir pleine fleur noir velours, 5 pcs",145x70x25,Noir,1,Actuel,"109,95 €","80,48 €","  64,38 € "
1007316,97437-004-0,4009839285974,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,SET MANUCURE CLASSIC INOX,"Etui à manucure, cuir pleine fleur noir velours, 5 pcs",147x67x31,Noir,1,Actuel,"149,95 €","109,76 €","  87,81 € "
1007416,97646-008-0,4009839345371,Articles de beauté,Articles de beauté,ZWILLING,BEAUTE,SET MANUCURE CLASSIC INOX,"Etui a/c bouton pression, cuir pleine fleur, violet, 7 pcs.",152x93x30,Lila,1,Actuel,"159,95 €","117,08 €","  93,66 € "
1003083,39500-075-0,4009839326004,Vaisselle et Verres,Verres,ZWILLING,VERRERIE,ZWILLING® SORRENTO,"Verre double paroi, Espresso 80ml, set de 2 pcs. ZWILLING® Sorrento",60x70,Transparent,1,Actuel,"19,95 €","14,60 €",  -   € 
1003085,39500-076-0,4009839326011,Vaisselle et Verres,Verres,ZWILLING,VERRERIE,ZWILLING® SORRENTO,"Verre double paroi, Café 200ml, set de 2 pcs. ZWILLING® Sorrento",76x100,Transparent,1,Actuel,"19,95 €","14,60 €",  -   € 
1003087,39500-077-0,4009839326028,Vaisselle et Verres,Verres,ZWILLING,VERRERIE,ZWILLING® SORRENTO,"Verre double paroi, Thé 240ml, set de 2 pcs. ZWILLING® Sorrento",92x84,Transparent,1,Actuel,"22,95 €","16,80 €",  -   € 
1003089,39500-078-0,4009839326035,Vaisselle et Verres,Verres,ZWILLING,VERRERIE,ZWILLING® SORRENTO,"Verre double paroi, Latte Macchiato 350ml, set de 2 pcs. ZWILLING® Sorrento",80x140,Transparent,1,Actuel,"27,95 €","20,46 €",  -   € 
1003098,39500-120-0,4009839381195,Vaisselle et Verres,Verres,ZWILLING,VERRERIE,ZWILLING® SORRENTO,"Verre double paroi, Longdrink 474ml, set de 2 pcs. ZWILLING® Sorrento",88x160,Transparent,1,Actuel,"27,95 €","20,46 €",  -   € 
1003091,39500-079-0,4009839334658,Vaisselle et Verres,Verres,ZWILLING,VERRERIE,ZWILLING® SORRENTO,"Verre double paroi, Dessert 280ml, set de 2 pcs. ZWILLING® Sorrento",120x62,Transparent,1,Actuel,"24,95 €","18,26 €",  -   € 
1003104,39500-227-0,4009839416569,Vaisselle et Verres,Verres,ZWILLING,VERRERIE,ZWILLING® SORRENTO,Verre double Paroi Tapas 133 ml set de 3pcs. ZWILLING® Sorrento,65x95,Transparent,1,Actuel,"24,95 €","18,26 €",  -   € 
1003099,39500-142-0,4009839374425,Vaisselle et Verres,Verres,ZWILLING,VERRERIE,ZWILLING® SORRENTO,Théière avec réchaud ZWILLING® Sorrento,240x160,Transparent,1,Actuel,"99,95 €","73,16 €",  -   € 
1009739,39500-600-0,4009839640926,Vaisselle et Verres,Verres,ZWILLING,VERRERIE,ZWILLING® SORRENTO,Set 4pcs Pailles en verre Transparentes Droites + brosse incluse,23,Transparent,1,Actuel,"9,95 €","7,28 €",  -   € 
1009742,39500-601-0,4009839640933,Vaisselle et Verres,Verres,ZWILLING,VERRERIE,ZWILLING® SORRENTO,Set 4pcs Pailles en verre Transparentes Courbées + brosse incluse,23,Transparent,1,Actuel,"9,95 €","7,28 €",  -   € 
1009753,39500-602-0,4009839640940,Vaisselle et Verres,Verres,ZWILLING,VERRERIE,ZWILLING® SORRENTO,Set 4pcs Pailles en verre Colorées Droites + brosse incluse,23,Couleurs mélangées,1,Actuel,"12,95 €","9,48 €",  -   € 
1009754,39500-603-0,4009839640957,Vaisselle et Verres,Verres,ZWILLING,VERRERIE,ZWILLING® SORRENTO,Set 4pcs Pailles en verre Colorées Courbées + brosse incluse,23,Couleurs mélangées,1,Actuel,"12,95 €","9,48 €",  -   € 
1003105,39500-300-0,4009839411557,Vaisselle et Verres,Verres,ZWILLING,VERRERIE,ZWILLING® SORRENTO PLUS,Cafetière à piston ZWILLING® Sorrento Plus,127x127x203,Transparent,1,Actuel,"79,95 €","58,52 €",  -   € 
1003106,39500-306-0,4009839523465,Vaisselle et Verres,Verres,ZWILLING,VERRERIE,ZWILLING® SORRENTO PLUS,Carafe ZWILLING® Sorrento Plus,210x135x130,Transparent,1,Actuel,"29,95 €","21,92 €",  -   € 
1003093,39500-110-0,4009839381140,Vaisselle et Verres,Verres,ZWILLING,VERRERIE,ZWILLING® SORRENTO PLUS,"Tasse double paroi, Espresso 80ml, set de 2 pcs. ZWILLING® Sorrento Plus",82x70,Transparent,1,Actuel,"22,95 €","16,80 €",  -   € 
1003094,39500-111-0,4009839381157,Vaisselle et Verres,Verres,ZWILLING,VERRERIE,ZWILLING® SORRENTO PLUS,"Tasse double paroi, Double Espresso 134ml, set de 2 pcs. ZWILLING® Sorrento Plus",96x90,Transparent,1,Actuel,"24,95 €","18,26 €",  -   € 
1003095,39500-112-0,4009839381164,Vaisselle et Verres,Verres,ZWILLING,VERRERIE,ZWILLING® SORRENTO PLUS,"Tasse double paroi, Café 355ml, set de 2 pcs. ZWILLING® Sorrento Plus",127x127,Transparent,1,Actuel,"27,95 €","20,46 €",  -   € 
1003096,39500-113-0,4009839381171,Vaisselle et Verres,Verres,ZWILLING,VERRERIE,ZWILLING® SORRENTO PLUS,"Tasse double paroi, Cappuccino 450ml, set de 2 pcs. ZWILLING® Sorrento Plus",126x126,Transparent,1,Actuel,"32,95 €","24,12 €",  -   € 
1003097,39500-114-0,4009839381188,Vaisselle et Verres,Verres,ZWILLING,VERRERIE,ZWILLING® SORRENTO PLUS,"Tasse double paroi, Latte Macchiato 450ml, set de 2 pcs. ZWILLING® Sorrento Plus",135x100,Transparent,1,Actuel,"32,95 €","24,12 €",  -   € 
1003101,39500-215-0,4009839397790,Vaisselle et Verres,Verres,ZWILLING,VERRERIE,ZWILLING® SORRENTO BAR,"Verre double paroi, Whisky 266ml, set de 2pcs. ZWILLING® Sorrento Bar",-,Transparent,1,Actuel,"27,95 €","20,46 €",  -   € 
1003102,39500-216-0,4009839397806,Vaisselle et Verres,Verres,ZWILLING,VERRERIE,ZWILLING® SORRENTO BAR,"Verre double paroi, Longdrink 296ml, set de 2pcs. ZWILLING® Sorrento Bar",-,Transparent,1,Actuel,"24,95 €","18,26 €",  -   € 
1003103,39500-217-0,4009839397813,Vaisselle et Verres,Verres,ZWILLING,VERRERIE,ZWILLING® SORRENTO BAR,"Verre double paroi, Longdrink 350ml, set de 2pcs. ZWILLING® Sorrento Bar",-,Transparent,1,Actuel,"27,95 €","20,46 €",  -   € 
1003100,39500-214-0,4009839397783,Vaisselle et Verres,Verres,ZWILLING,VERRERIE,ZWILLING® SORRENTO BAR,"Verre double paroi, Bière 414ml, set de 2pcs. ZWILLING® Sorrento Bar",-,Transparent,1,Actuel,"31,95 €","23,39 €",  -   € 
1003113,39506-001-0,4009839392313,Rangements,Rangements pour la cuisine / autre,ZWILLING,VERRERIE,ZWILLING® GUSTO,"Boîte de conservation en verre, rectangulaire, 600 ml ZWILLING® Gusto",170x120,Transparent,1,Actuel,"9,95 €","7,28 €",  -   € 
1003114,39506-002-0,4009839392320,Rangements,Rangements pour la cuisine / autre,ZWILLING,VERRERIE,ZWILLING® GUSTO,"Boîte de conservation en verre, rectangulaire, 1400 ml ZWILLING® Gusto",220x165,Transparent,1,Actuel,"14,95 €","10,94 €",  -   € 
1003115,39506-003-0,4009839392337,Rangements,Rangements pour la cuisine / autre,ZWILLING,VERRERIE,ZWILLING® GUSTO,"Boîte de conservation en verre, rond, 600 ml ZWILLING® Gusto",150,Transparent,1,Actuel,"9,95 €","7,28 €",  -   € 
1003116,39506-004-0,4009839392344,Rangements,Rangements pour la cuisine / autre,ZWILLING,VERRERIE,ZWILLING® GUSTO,"Boîte de conservation en verre, rond, 1300 ml ZWILLING® Gusto",195,Transparent,1,Actuel,"13,95 €","10,21 €",  -   € 
1003117,39506-005-0,4009839392351,Rangements,Rangements pour la cuisine / autre,ZWILLING,VERRERIE,ZWILLING® GUSTO,"Boîte de conservation en verre, carré, 500 ml ZWILLING® Gusto",130x130,Transparent,1,Actuel,"8,95 €","6,55 €",  -   € 
1003118,39506-006-0,4009839392368,Rangements,Rangements pour la cuisine / autre,ZWILLING,VERRERIE,ZWILLING® GUSTO,"Boîte de conservation en verre, carré, 1100 ml ZWILLING® Gusto",175x175,Transparent,1,Actuel,"12,95 €","9,48 €",  -   € 
1002470,36300-803-0,4009839361326,Vaisselle et Verres,Verres,ZWILLING,VERRERIE,ZWILLING® PREDICAT,"Carafe 1,0l ZWILLING® Predicat",70x280,Transparent,1,Actuel,"29,95 €","21,92 €",  -   € 
1002031,34400-131-0,4009839394959,Couteaux,Couteaux avec mitre,MIYABI,COUTEAUX,MIYABI 5000 MCD 67,Shotoh 13 cm MIYABI 5000 MCD 67,130,Brun,1,Actuel,"339,00 €","260,56 €","  208,45 € "
1002035,34401-201-0,4009839394973,Couteaux,Couteaux avec mitre,MIYABI,COUTEAUX,MIYABI 5000 MCD 67,Gyutoh 20 cm MIYABI 5000 MCD 67,200,Brun,1,Actuel,"449,00 €","345,10 €","  276,08 € "
1002037,34401-241-0,4009839395161,Couteaux,Couteaux avec mitre,MIYABI,COUTEAUX,MIYABI 5000 MCD 67,Gyutoh 24 cm MIYABI 5000 MCD 67,240,Brun,1,Actuel,"479,00 €","368,16 €","  294,53 € "
1002039,34404-181-0,4009839395284,Couteaux,Couteaux avec mitre,MIYABI,COUTEAUX,MIYABI 5000 MCD 67,Santoku 18 cm MIYABI 5000 MCD 67,180,Brun,1,Actuel,"449,00 €","345,10 €","  276,08 € "
1002041,34406-241-0,4009839395314,Couteaux,Couteaux avec mitre,MIYABI,COUTEAUX,MIYABI 5000 MCD 67,Couteau à pain 24 cm MIYABI 5000 MCD 67,240,Brun,1,Actuel,"449,00 €","345,10 €","  276,08 € "
1002033,34400-241-0,4009839395000,Couteaux,Couteaux avec mitre,MIYABI,COUTEAUX,MIYABI 5000 MCD 67,Sujihiki 24 cm MIYABI 5000 MCD 67,240,Brun,1,Actuel,"449,00 €","345,10 €","  276,08 € "
1002003,34372-091-0,4009839275920,Couteaux,Couteaux avec mitre,MIYABI,COUTEAUX,MIYABI 5000 MCD ,Shotoh 9 cm MIYABI 5000 MCD,90,Brun,1,Actuel,"269,00 €","206,75 €","  165,40 € "
1002005,34372-131-0,4009839275951,Couteaux,Couteaux avec mitre,MIYABI,COUTEAUX,MIYABI 5000 MCD ,Shotoh 13 cm MIYABI 5000 MCD,130,Brun,1,Actuel,"309,00 €","237,50 €","  190,00 € "
1002023,34381-141-0,4009839408601,Couteaux,Couteaux avec mitre,MIYABI,COUTEAUX,MIYABI 5000 MCD ,Shotoh 14 cm MIYABI 5000MCD,140,Brun,1,Actuel,"319,00 €","245,18 €","  196,14 € "
1002007,34372-161-0,4009839275982,Couteaux,Couteaux avec mitre,MIYABI,COUTEAUX,MIYABI 5000 MCD ,Chutoh 16 cm MIYABI 5000 MCD,160,Brun,1,Actuel,"339,00 €","260,56 €","  208,45 € "
1002009,34373-201-0,4009839276019,Couteaux,Couteaux avec mitre,MIYABI,COUTEAUX,MIYABI 5000 MCD ,Gyutoh 20 cm MIYABI 5000 MCD,200,Brun,1,Actuel,"429,00 €","329,73 €","  263,78 € "
